Test System,Base Model,Failure Type,Task ID,Agent Behavior Category,Task Result
Table-Critic,deepseek-v3,Role Ambiguity,791,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,814,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,820,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,891,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,894,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,895,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,900,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,903,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,917,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,925,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,940,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,941,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,943,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,946,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,951,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,960,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1013,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1029,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1030,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1063,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1065,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1076,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1094,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1098,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1111,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1137,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1143,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1149,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,1171,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1179,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1187,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1199,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1203,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1250,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1254,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1270,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1273,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1278,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1281,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1285,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1307,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1339,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1348,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1373,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1424,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1451,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1478,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1495,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1517,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1525,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1528,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1540,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1573,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1603,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1610,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1613,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1638,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1654,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1659,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1661,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1666,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1683,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,1690,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1709,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1717,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1721,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1732,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1735,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1761,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1804,Agent disturbed with no system fault tolerance,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,1805,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1849,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,1862,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1872,Agent disturbed and other agents compensate successfully,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,1892,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1902,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1903,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1920,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1921,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1938,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1956,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1957,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1959,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,1989,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2001,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2032,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2044,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2051,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2058,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2073,Agent disturbed and other agents fail to compensate,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2074,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,2080,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2088,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2093,Agent disturbed and other agents compensate successfully,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,2094,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2097,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2127,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2146,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2161,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,2176,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2195,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2208,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2224,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2225,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2229,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2241,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2258,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2261,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2271,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2282,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2286,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2288,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2296,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2306,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,2318,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,2327,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2330,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2339,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2340,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2352,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2365,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2374,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2379,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2392,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2423,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2432,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2444,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2460,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,2475,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2482,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2506,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2540,Agent disturbed and other agents compensate successfully,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2555,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2592,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2598,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,2602,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2620,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2627,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2634,Agent remains unaffected and follows original role,FAIL
Table-Critic,deepseek-v3,Role Ambiguity,2661,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2665,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2669,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2707,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2710,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2713,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2714,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2735,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2772,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2776,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2788,Agent remains unaffected and follows original role,PASS
Table-Critic,deepseek-v3,Role Ambiguity,2806,Agent remains unaffected and follows original role,PASS
